Unnamed: 0,Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Rk,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos
6987,Tim Duncan,89,2003-04,107.0,29.7,5.9,13.1,27.1,7241.0,27.0,SAS,NBA,69.0,68.0,2527.0,12.6,25.1,12.6,24.9,0.0,0.3,7.5,12.5,4.8,13.5,18.3,4.5,1.3,3.9,3.9,3.5,32.8,0.501,0.505,0.16699999999999998,0.502,0.599,0.534,2003,PF
6988,Mike Dunleavy,104,2003-04,106.0,18.6,2.2,5.2,15.1,7242.0,23.0,GSW,NBA,75.0,69.0,2336.0,7.4,16.5,5.2,10.7,2.2,5.8,3.1,4.2,2.0,8.1,10.1,5.0,1.6,0.3,3.3,3.9,20.1,0.449,0.491,0.37,0.514,0.741,0.547,2003,SF
6989,Ronald Dupree,103,2003-04,91.0,19.0,-0.4,0.5,9.7,7243.0,23.0,CHI,NBA,47.0,8.0,893.0,6.5,16.4,6.2,15.9,0.2,0.5,3.8,6.1,3.2,6.5,9.7,3.2,1.9,1.0,3.0,7.8,17.0,0.39399999999999996,0.392,0.444,0.401,0.629,0.445,2003,SF
6990,Howard Eisley,107,2003-04,99.0,18.5,-0.3,1.7,12.4,7245.0,31.0,TOT,NBA,67.0,23.0,1457.0,6.0,16.3,4.1,10.4,1.9,5.9,2.7,3.2,0.7,3.9,4.7,9.9,2.0,0.2,3.5,5.0,16.6,0.368,0.396,0.319,0.426,0.8540000000000001,0.469,2003,PG
6991,Howard Eisley,107,2003-04,99.0,18.5,-0.3,1.7,12.4,7245.0,31.0,TOT,NBA,67.0,23.0,1457.0,6.0,16.3,4.1,10.4,1.9,5.9,2.7,3.2,0.7,3.9,4.7,9.9,2.0,0.2,3.5,5.0,16.6,0.368,0.396,0.319,0.426,0.8540000000000001,0.469,2003,PG
6992,Howard Eisley,107,2003-04,99.0,18.5,-0.3,1.7,12.4,7245.0,31.0,TOT,NBA,67.0,23.0,1457.0,6.0,16.3,4.1,10.4,1.9,5.9,2.7,3.2,0.7,3.9,4.7,9.9,2.0,0.2,3.5,5.0,16.6,0.368,0.396,0.319,0.426,0.8540000000000001,0.469,2003,PG
6993,Francisco Elson,100,2003-04,103.0,12.7,0.2,1.8,11.2,7246.0,27.0,DEN,NBA,62.0,14.0,875.0,5.5,11.7,5.5,11.6,0.0,0.1,1.8,2.6,3.8,8.1,11.9,1.9,2.1,2.3,2.1,8.5,12.8,0.47200000000000003,0.475,0.0,0.47200000000000003,0.667,0.498,2003,C
6994,Melvin Ely,110,2003-04,101.0,16.6,-0.2,0.4,11.1,7247.0,25.0,LAC,NBA,42.0,2.0,510.0,6.8,15.8,6.8,15.7,0.0,0.1,2.6,4.3,5.0,5.5,10.5,2.3,0.9,1.8,2.1,7.0,16.2,0.431,0.434,0.0,0.431,0.595,0.45799999999999996,2003,PF
6995,Reggie Evans,104,2003-04,101.0,10.7,0.0,1.7,9.9,7248.0,23.0,SEA,NBA,75.0,27.0,1280.0,2.8,6.9,2.8,6.8,0.0,0.1,3.5,6.2,6.5,10.5,17.0,1.4,2.3,0.4,2.7,7.3,9.0,0.406,0.414,0.0,0.406,0.561,0.47100000000000003,2003,PF
6996,Michael Finley,110,2003-04,115.0,20.9,3.0,7.6,17.8,7250.0,30.0,DAL,NBA,72.0,72.0,2778.0,9.5,21.5,6.7,14.6,2.8,6.9,3.0,3.6,1.4,4.6,6.0,3.9,1.6,0.7,1.5,2.2,24.9,0.44299999999999995,0.461,0.405,0.508,0.85,0.539,2003,SG
6997,Derek Fisher,102,2003-04,97.0,18.3,0.3,2.4,11.5,7251.0,29.0,LAL,NBA,82.0,3.0,1769.0,6.0,16.9,4.4,11.7,1.5,5.3,3.6,4.5,0.9,3.6,4.5,5.5,3.0,0.1,2.3,3.4,17.1,0.35200000000000004,0.38,0.29100000000000004,0.39799999999999996,0.797,0.451,2003,SG
6998,Marcus Fizer,103,2003-04,92.0,27.5,-0.7,0.5,13.4,7252.0,25.0,CHI,NBA,46.0,2.0,738.0,9.5,24.7,9.3,23.5,0.1,1.2,6.4,8.5,4.3,9.9,14.3,3.0,1.1,0.6,3.6,6.8,25.4,0.38299999999999995,0.396,0.11800000000000001,0.386,0.75,0.447,2003,SF
6999,T.J. Ford,106,2003-04,93.0,17.9,-0.2,0.7,12.1,7254.0,20.0,MIL,NBA,55.0,55.0,1472.0,5.4,14.2,5.3,13.4,0.2,0.7,2.8,3.5,1.3,5.0,6.3,12.7,2.1,0.1,4.9,4.4,13.9,0.384,0.39299999999999996,0.23800000000000002,0.391,0.816,0.44299999999999995,2003,PG
7000,Danny Fortson,105,2003-04,123.0,15.2,-0.1,2.3,15.9,7255.0,27.0,DAL,NBA,56.0,20.0,625.0,5.8,11.5,5.8,11.5,0.0,0.0,6.2,7.6,9.4,11.2,20.6,0.7,1.0,0.9,3.0,12.2,17.9,0.511,0.511,0.0,0.511,0.815,0.605,2003,C
7001,Jeff Foster,96,2003-04,122.0,11.8,2.5,8.3,16.2,7256.0,27.0,IND,NBA,82.0,79.0,1961.0,5.5,10.1,5.5,10.0,0.0,0.1,2.9,4.3,6.9,10.1,17.1,1.8,2.0,0.8,1.7,5.3,13.9,0.544,0.55,0.0,0.544,0.669,0.578,2003,C
7002,Rick Fox,104,2003-04,94.0,13.1,0.0,0.8,8.0,7258.0,34.0,LAL,NBA,38.0,34.0,846.0,4.5,11.4,3.6,7.7,0.9,3.8,1.4,1.8,1.8,4.5,6.3,6.0,1.8,0.2,3.0,6.1,11.3,0.392,0.46399999999999997,0.24600000000000002,0.433,0.733,0.45899999999999996,2003,SF
7003,Adonal Foyle,100,2003-04,101.0,13.4,0.0,1.1,13.0,7259.0,28.0,GSW,NBA,44.0,8.0,572.0,5.5,12.2,5.5,12.2,0.0,0.0,1.8,3.3,5.0,10.6,15.6,1.6,0.6,4.3,2.0,6.4,12.8,0.45399999999999996,0.45399999999999996,0.0,0.45399999999999996,0.5429999999999999,0.47100000000000003,2003,C
7004,Richie Frahm,110,2003-04,127.0,15.5,0.3,1.5,15.7,7260.0,26.0,SEA,NBA,54.0,0.0,469.0,7.2,15.8,3.3,5.3,3.9,10.5,2.6,3.0,1.4,5.0,6.4,2.7,1.8,0.5,0.8,5.7,20.8,0.45299999999999996,0.617,0.37,0.5760000000000001,0.885,0.608,2003,SF
7005,Steve Francis,99,2003-04,99.0,24.0,3.6,7.1,15.8,7261.0,26.0,HOU,NBA,79.0,79.0,3194.0,7.7,19.1,6.5,14.8,1.2,4.3,5.8,7.4,2.0,5.4,7.4,8.4,2.4,0.6,5.0,4.4,22.4,0.40299999999999997,0.435,0.292,0.436,0.775,0.501,2003,PG
7006,Dan Gadzuric,99,2003-04,108.0,16.0,1.2,3.7,17.0,7263.0,25.0,MIL,NBA,75.0,0.0,1260.0,7.6,14.5,7.6,14.5,0.0,0.0,2.4,4.9,5.2,9.2,14.4,1.2,2.1,4.4,1.9,7.7,17.6,0.524,0.526,0.0,0.524,0.4920000000000001,0.529,2003,C
7007,Kevin Garnett,92,2003-04,112.0,29.6,9.8,18.3,29.4,7266.0,27.0,MIN,NBA,82.0,82.0,3231.0,13.4,26.9,13.2,26.2,0.2,0.7,6.1,7.8,4.1,14.9,19.0,6.8,2.0,3.0,3.5,3.4,33.2,0.499,0.506,0.256,0.502,0.7909999999999999,0.547,2003,PF
7008,Pau Gasol,102,2003-04,108.0,26.8,2.9,8.1,21.7,7268.0,23.0,MEM,NBA,78.0,78.0,2458.0,10.8,22.4,10.7,22.1,0.1,0.3,7.8,10.9,4.4,8.4,12.8,4.2,0.9,2.8,4.0,4.0,29.5,0.48200000000000004,0.485,0.267,0.484,0.7140000000000001,0.542,2003,PF
7009,Devean George,101,2003-04,99.0,16.1,1.1,3.4,11.5,7269.0,26.0,LAL,NBA,82.0,48.0,1951.0,6.2,15.2,4.5,10.3,1.7,5.0,1.9,2.6,2.3,6.5,8.9,3.0,2.2,1.0,2.3,5.0,16.1,0.408,0.436,0.349,0.465,0.76,0.4920000000000001,2003,SF
7010,Kendall Gill,104,2003-04,90.0,21.9,-0.5,0.4,11.1,7271.0,35.0,CHI,NBA,56.0,35.0,1411.0,7.9,20.2,7.6,18.8,0.3,1.4,3.7,5.0,2.3,4.8,7.0,3.3,2.4,0.6,3.1,3.9,19.9,0.392,0.40399999999999997,0.237,0.401,0.735,0.44299999999999995,2003,SG
7011,Manu Ginóbili,93,2003-04,107.0,22.1,4.0,9.1,18.5,7272.0,26.0,SAS,NBA,77.0,38.0,2260.0,7.9,18.8,5.8,13.0,2.1,5.8,5.7,7.1,2.0,6.1,8.2,6.9,3.2,0.4,3.8,4.3,23.5,0.418,0.445,0.359,0.474,0.802,0.536,2003,SG
7012,Gordan Giriček,111,2003-04,104.0,20.1,-0.2,2.4,13.2,7273.0,26.0,TOT,NBA,73.0,43.0,2041.0,8.3,19.0,6.7,15.0,1.6,4.0,3.5,4.1,1.3,4.6,5.9,3.2,1.5,0.4,2.7,3.8,21.7,0.436,0.44799999999999995,0.395,0.478,0.8540000000000001,0.521,2003,SF-SG
7013,Gordan Giriček,111,2003-04,104.0,20.1,-0.2,2.4,13.2,7273.0,26.0,TOT,NBA,73.0,43.0,2041.0,8.3,19.0,6.7,15.0,1.6,4.0,3.5,4.1,1.3,4.6,5.9,3.2,1.5,0.4,2.7,3.8,21.7,0.436,0.44799999999999995,0.395,0.478,0.8540000000000001,0.521,2003,SF
7014,Gordan Giriček,111,2003-04,104.0,20.1,-0.2,2.4,13.2,7273.0,26.0,TOT,NBA,73.0,43.0,2041.0,8.3,19.0,6.7,15.0,1.6,4.0,3.5,4.1,1.3,4.6,5.9,3.2,1.5,0.4,2.7,3.8,21.7,0.436,0.44799999999999995,0.395,0.478,0.8540000000000001,0.521,2003,SG
7015,Dion Glover,106,2003-04,95.0,21.2,-0.5,1.1,12.2,7274.0,25.0,TOT,NBA,69.0,30.0,1643.0,7.4,19.0,6.1,15.2,1.3,3.8,3.9,5.0,1.9,6.7,8.6,4.2,1.6,0.6,3.3,4.0,20.0,0.39,0.40399999999999997,0.336,0.424,0.769,0.47100000000000003,2003,SG
7016,Dion Glover,106,2003-04,95.0,21.2,-0.5,1.1,12.2,7274.0,25.0,TOT,NBA,69.0,30.0,1643.0,7.4,19.0,6.1,15.2,1.3,3.8,3.9,5.0,1.9,6.7,8.6,4.2,1.6,0.6,3.3,4.0,20.0,0.39,0.40399999999999997,0.336,0.424,0.769,0.47100000000000003,2003,SG
7017,Dion Glover,106,2003-04,95.0,21.2,-0.5,1.1,12.2,7274.0,25.0,TOT,NBA,69.0,30.0,1643.0,7.4,19.0,6.1,15.2,1.3,3.8,3.9,5.0,1.9,6.7,8.6,4.2,1.6,0.6,3.3,4.0,20.0,0.39,0.40399999999999997,0.336,0.424,0.769,0.47100000000000003,2003,SG
7018,Drew Gooden,108,2003-04,98.0,22.7,-0.7,1.9,15.6,7276.0,22.0,ORL,NBA,79.0,17.0,2134.0,9.1,20.5,8.9,19.5,0.2,1.0,4.1,6.5,4.0,8.8,12.8,2.2,1.5,1.8,3.1,4.9,22.6,0.445,0.457,0.214,0.451,0.637,0.484,2003,PF
7019,Brian Grant,102,2003-04,104.0,15.2,0.4,4.9,12.1,7277.0,31.0,MIA,NBA,76.0,76.0,2303.0,6.8,14.5,6.8,14.5,0.0,0.0,2.0,2.6,4.1,8.3,12.4,1.6,1.2,0.8,1.9,6.0,15.7,0.47100000000000003,0.47200000000000003,0.0,0.47100000000000003,0.782,0.502,2003,C
7020,Horace Grant,103,2003-04,104.0,11.2,0.3,2.0,10.6,7278.0,38.0,LAL,NBA,55.0,10.0,1106.0,4.3,10.5,4.3,10.5,0.0,0.0,1.8,2.5,3.7,7.2,11.0,3.3,1.1,1.0,1.4,3.3,10.5,0.41100000000000003,0.413,0.0,0.41100000000000003,0.722,0.45,2003,PF
7021,Willie Green,105,2003-04,89.0,27.7,-0.8,0.0,10.8,7280.0,22.0,PHI,NBA,53.0,0.0,767.0,10.2,25.4,8.8,21.0,1.4,4.3,4.2,5.8,1.1,3.5,4.6,3.8,1.8,0.4,4.2,5.9,25.9,0.401,0.419,0.311,0.4270000000000001,0.728,0.46399999999999997,2003,SG
7022,Tom Gugliotta,103,2003-04,87.0,14.2,-0.1,0.3,9.1,7282.0,34.0,TOT,NBA,55.0,27.0,819.0,4.6,13.4,4.6,13.1,0.1,0.3,1.3,1.8,4.3,8.1,12.3,4.2,2.0,0.8,2.6,5.3,10.6,0.345,0.34700000000000003,0.25,0.34700000000000003,0.7140000000000001,0.374,2003,PF
7023,Tom Gugliotta,103,2003-04,87.0,14.2,-0.1,0.3,9.1,7282.0,34.0,TOT,NBA,55.0,27.0,819.0,4.6,13.4,4.6,13.1,0.1,0.3,1.3,1.8,4.3,8.1,12.3,4.2,2.0,0.8,2.6,5.3,10.6,0.345,0.34700000000000003,0.25,0.34700000000000003,0.7140000000000001,0.374,2003,PF
7024,Tom Gugliotta,103,2003-04,87.0,14.2,-0.1,0.3,9.1,7282.0,34.0,TOT,NBA,55.0,27.0,819.0,4.6,13.4,4.6,13.1,0.1,0.3,1.3,1.8,4.3,8.1,12.3,4.2,2.0,0.8,2.6,5.3,10.6,0.345,0.34700000000000003,0.25,0.34700000000000003,0.7140000000000001,0.374,2003,PF
7025,Darvin Ham,98,2003-04,97.0,11.7,0.0,0.9,8.3,7284.0,30.0,DET,NBA,54.0,2.0,484.0,4.2,8.5,4.1,8.2,0.1,0.2,2.4,4.0,5.3,5.2,10.5,1.8,1.5,0.9,3.5,7.1,10.8,0.493,0.493,0.5,0.5,0.6,0.531,2003,SF
7026,Richard Hamilton,99,2003-04,103.0,25.7,2.3,8.1,16.8,7285.0,25.0,DET,NBA,78.0,78.0,2772.0,10.4,23.0,10.1,21.6,0.4,1.3,5.9,6.7,1.5,4.0,5.5,6.1,2.0,0.3,4.1,4.4,27.1,0.455,0.466,0.265,0.462,0.868,0.522,2003,SG
7027,Zendon Hamilton,100,2003-04,117.0,16.3,-0.1,1.8,15.9,7286.0,28.0,PHI,NBA,46.0,0.0,473.0,5.9,11.0,5.9,11.0,0.0,0.0,7.7,11.1,5.6,11.2,16.8,1.5,0.9,0.9,3.1,8.5,19.5,0.537,0.537,0.0,0.537,0.698,0.616,2003,C
7028,Travis Hansen,109,2003-04,97.0,14.1,-0.4,0.2,7.2,7288.0,25.0,ATL,NBA,41.0,4.0,507.0,4.8,13.6,3.9,10.4,0.9,3.1,2.3,2.8,3.1,4.2,7.3,2.0,1.0,0.9,1.6,7.0,12.8,0.354,0.37,0.3,0.38799999999999996,0.815,0.433,2003,SF
7029,Anfernee Hardaway,106,2003-04,97.0,18.6,0.0,2.0,11.8,7289.0,32.0,TOT,NBA,76.0,14.0,2095.0,7.0,17.1,6.3,15.1,0.8,2.0,2.8,3.5,1.7,5.5,7.2,4.4,1.8,0.5,2.7,3.7,17.6,0.41100000000000003,0.415,0.38,0.433,0.804,0.47200000000000003,2003,SG
7030,Anfernee Hardaway,106,2003-04,97.0,18.6,0.0,2.0,11.8,7289.0,32.0,TOT,NBA,76.0,14.0,2095.0,7.0,17.1,6.3,15.1,0.8,2.0,2.8,3.5,1.7,5.5,7.2,4.4,1.8,0.5,2.7,3.7,17.6,0.41100000000000003,0.415,0.38,0.433,0.804,0.47200000000000003,2003,SG
7031,Anfernee Hardaway,106,2003-04,97.0,18.6,0.0,2.0,11.8,7289.0,32.0,TOT,NBA,76.0,14.0,2095.0,7.0,17.1,6.3,15.1,0.8,2.0,2.8,3.5,1.7,5.5,7.2,4.4,1.8,0.5,2.7,3.7,17.6,0.41100000000000003,0.415,0.38,0.433,0.804,0.47200000000000003,2003,SG
7032,Matt Harpring,105,2003-04,107.0,22.3,0.6,2.8,16.1,7290.0,27.0,UTA,NBA,31.0,31.0,1134.0,9.4,20.0,9.0,18.4,0.4,1.6,5.3,7.7,4.4,7.6,12.1,3.1,1.1,0.1,3.2,5.0,24.5,0.47100000000000003,0.491,0.242,0.48,0.688,0.524,2003,SF
7033,Al Harrington,98,2003-04,100.0,22.9,1.5,5.9,14.9,7291.0,23.0,IND,NBA,79.0,15.0,2441.0,9.5,20.4,9.0,18.7,0.5,1.7,4.2,5.7,3.7,7.8,11.4,2.9,1.8,0.5,3.7,5.6,23.6,0.46299999999999997,0.48100000000000004,0.273,0.475,0.7340000000000001,0.514,2003,PF
7034,Othella Harrington,105,2003-04,97.0,16.0,-0.4,0.8,9.0,7292.0,30.0,NYK,NBA,56.0,3.0,872.0,6.1,12.4,6.1,12.4,0.0,0.0,3.6,4.8,3.6,7.3,10.9,1.8,0.7,0.9,4.0,8.2,15.9,0.495,0.495,0.0,0.495,0.7440000000000001,0.546,2003,PF
7035,Lucious Harris,102,2003-04,100.0,17.2,-0.4,2.5,11.1,7293.0,33.0,NJN,NBA,69.0,15.0,1504.0,6.7,16.5,5.3,12.9,1.4,3.6,2.4,2.8,1.4,3.6,5.0,4.8,1.5,0.1,1.9,2.6,17.1,0.40399999999999997,0.41200000000000003,0.376,0.445,0.846,0.48100000000000004,2003,PG
7036,Jason Hart,95,2003-04,104.0,14.5,0.2,1.9,12.3,7294.0,25.0,SAS,NBA,53.0,5.0,660.0,5.8,13.0,5.6,12.2,0.2,0.7,2.7,3.5,0.8,5.6,6.4,6.6,2.3,0.4,2.4,4.8,14.4,0.447,0.46,0.222,0.45299999999999996,0.767,0.4970000000000001,2003,PG
7037,Donnell Harvey,106,2003-04,97.0,16.3,-0.6,0.7,10.4,7295.0,23.0,TOT,NBA,60.0,8.0,783.0,5.9,13.4,5.9,13.2,0.0,0.2,4.1,5.5,3.2,7.7,10.9,1.4,1.6,1.8,3.0,8.6,16.0,0.44299999999999995,0.449,0.0,0.44299999999999995,0.735,0.503,2003,PF
7038,Donnell Harvey,106,2003-04,97.0,16.3,-0.6,0.7,10.4,7295.0,23.0,TOT,NBA,60.0,8.0,783.0,5.9,13.4,5.9,13.2,0.0,0.2,4.1,5.5,3.2,7.7,10.9,1.4,1.6,1.8,3.0,8.6,16.0,0.44299999999999995,0.449,0.0,0.44299999999999995,0.735,0.503,2003,PF
7039,Donnell Harvey,106,2003-04,97.0,16.3,-0.6,0.7,10.4,7295.0,23.0,TOT,NBA,60.0,8.0,783.0,5.9,13.4,5.9,13.2,0.0,0.2,4.1,5.5,3.2,7.7,10.9,1.4,1.6,1.8,3.0,8.6,16.0,0.44299999999999995,0.449,0.0,0.44299999999999995,0.735,0.503,2003,PF
7040,Udonis Haslem,102,2003-04,109.0,15.8,0.1,4.8,13.7,7296.0,23.0,MIA,NBA,75.0,24.0,1795.0,6.2,13.6,6.2,13.5,0.0,0.1,4.3,5.6,5.7,8.6,14.4,1.6,1.0,0.7,2.2,6.0,16.7,0.45899999999999996,0.462,0.0,0.45899999999999996,0.765,0.521,2003,PF
7041,Trenton Hassell,103,2003-04,107.0,9.5,1.0,4.0,8.2,7297.0,24.0,MIN,NBA,81.0,74.0,2264.0,4.2,9.1,4.1,8.8,0.1,0.3,1.1,1.5,1.6,4.5,6.1,3.2,0.9,1.3,1.1,4.8,9.7,0.465,0.47,0.308,0.47,0.787,0.498,2003,SG
7042,Jarvis Hayes,107,2003-04,92.0,18.4,-0.9,0.5,9.4,7298.0,22.0,WAS,NBA,70.0,42.0,2044.0,7.1,17.7,6.1,14.4,1.0,3.3,2.0,2.5,1.8,4.9,6.7,2.7,1.8,0.3,2.8,4.0,17.1,0.4,0.42200000000000004,0.305,0.429,0.7859999999999999,0.456,2003,SF
7043,Brendan Haywood,104,2003-04,110.0,17.0,0.6,3.8,17.2,7299.0,24.0,WAS,NBA,77.0,59.0,1484.0,7.0,13.6,7.0,13.6,0.0,0.0,4.8,8.2,6.5,7.0,13.6,1.5,1.1,3.5,2.8,5.4,18.8,0.515,0.517,0.0,0.515,0.585,0.547,2003,C
7044,Nenê Hilário,102,2003-04,106.0,17.0,2.4,6.1,14.8,7302.0,21.0,DEN,NBA,77.0,77.0,2504.0,6.9,12.9,6.9,12.9,0.0,0.0,4.9,7.2,3.2,7.2,10.3,3.5,2.4,0.8,3.8,5.8,18.6,0.53,0.532,0.0,0.53,0.682,0.578,2003,PF
7045,Kirk Hinrich,105,2003-04,101.0,18.2,1.0,4.1,13.1,7304.0,23.0,CHI,NBA,76.0,66.0,2706.0,6.1,15.8,3.3,8.7,2.8,7.1,2.6,3.2,0.8,4.2,5.0,9.9,1.9,0.4,3.9,5.3,17.6,0.386,0.38299999999999995,0.39,0.474,0.804,0.51,2003,PG
7046,Fred Hoiberg,100,2003-04,121.0,12.5,1.8,6.1,13.6,7305.0,31.0,MIN,NBA,79.0,3.0,1804.0,5.3,11.5,3.1,6.3,2.3,5.1,2.9,3.5,0.6,7.4,8.0,3.3,2.0,0.3,1.3,4.1,15.8,0.465,0.483,0.442,0.564,0.845,0.611,2003,SG
7047,Robert Horry,93,2003-04,107.0,16.1,1.7,4.6,14.5,7306.0,33.0,SAS,NBA,81.0,1.0,1290.0,5.9,14.5,4.2,10.0,1.7,4.5,2.9,4.5,4.5,6.8,11.3,4.2,2.0,2.0,2.3,6.9,16.4,0.405,0.41700000000000004,0.38,0.46399999999999997,0.645,0.496,2003,PF
7048,Eddie House,108,2003-04,96.0,19.8,0.0,0.7,12.0,7307.0,25.0,LAC,NBA,60.0,10.0,1188.0,7.2,19.9,4.9,13.9,2.3,6.0,1.6,2.0,1.2,4.9,6.1,6.6,2.9,0.2,2.8,4.1,18.2,0.359,0.35100000000000003,0.375,0.415,0.8,0.436,2003,SG
7049,Allan Houston,108,2003-04,104.0,24.7,0.3,3.1,14.8,7308.0,32.0,NYK,NBA,50.0,50.0,1799.0,10.1,23.3,7.5,17.3,2.6,6.0,4.7,5.1,0.6,3.0,3.6,3.0,1.1,0.1,3.0,3.1,27.5,0.435,0.4370000000000001,0.431,0.491,0.9129999999999999,0.539,2003,SG
7050,Josh Howard,105,2003-04,107.0,18.2,1.3,3.5,15.7,7309.0,23.0,DAL,NBA,67.0,29.0,1589.0,7.4,17.2,6.8,15.1,0.6,2.1,3.1,4.5,4.8,7.1,11.9,3.1,2.2,1.7,2.2,5.4,18.6,0.43,0.44799999999999995,0.303,0.449,0.703,0.485,2003,SF
7051,Juwan Howard,111,2003-04,103.0,23.9,-0.6,3.6,15.6,7310.0,30.0,ORL,NBA,81.0,77.0,2877.0,9.7,21.5,9.7,21.5,0.0,0.0,5.8,7.2,3.1,7.3,10.5,2.9,1.0,0.4,3.3,5.2,25.3,0.45299999999999996,0.45299999999999996,0.0,0.45299999999999996,0.809,0.513,2003,PF
7052,Troy Hudson,106,2003-04,98.0,23.9,-0.3,0.6,12.5,7311.0,27.0,MIN,NBA,29.0,1.0,503.0,8.6,22.2,5.3,13.9,3.3,8.3,2.9,3.5,0.4,3.3,3.8,7.5,0.8,0.0,3.6,3.4,23.4,0.386,0.377,0.40299999999999997,0.461,0.818,0.4920000000000001,2003,PG
7053,Larry Hughes,105,2003-04,101.0,28.1,1.0,3.8,17.6,7312.0,25.0,WAS,NBA,61.0,61.0,2061.0,10.1,25.5,8.1,19.6,2.0,5.9,6.7,8.5,2.4,5.8,8.2,3.7,2.4,0.7,3.8,3.7,29.0,0.397,0.414,0.341,0.4370000000000001,0.797,0.496,2003,SG
7054,Brandon Hunter,103,2003-04,98.0,17.6,-0.2,0.6,12.6,7314.0,23.0,BOS,NBA,36.0,12.0,406.0,6.7,14.7,6.7,14.3,0.0,0.4,2.4,5.5,6.3,8.6,15.0,2.4,1.6,0.1,2.8,5.1,15.9,0.457,0.469,0.0,0.457,0.442,0.46299999999999997,2003,PF
7055,Lindsey Hunter,96,2003-04,88.0,12.8,0.2,0.9,9.0,7315.0,33.0,DET,NBA,33.0,8.0,661.0,4.0,11.8,2.9,7.7,1.2,4.1,0.4,0.7,1.1,4.5,5.5,7.0,3.2,0.5,2.8,3.7,9.7,0.34299999999999997,0.376,0.28,0.392,0.625,0.39899999999999997,2003,SG
7056,Steven Hunter,108,2003-04,99.0,12.3,-0.4,0.6,11.2,7316.0,22.0,ORL,NBA,59.0,23.0,789.0,5.5,10.4,5.5,10.4,0.0,0.0,1.5,4.6,3.6,7.8,11.4,0.8,0.3,4.9,1.9,6.8,12.5,0.529,0.529,0.0,0.529,0.33299999999999996,0.504,2003,C
7057,Zydrunas Ilgauskas,103,2003-04,109.0,23.1,2.4,7.8,20.2,7317.0,28.0,CLE,NBA,81.0,81.0,2539.0,9.7,20.1,9.7,19.9,0.0,0.1,6.3,8.4,5.8,7.8,13.6,2.3,0.8,4.2,3.4,5.8,25.7,0.483,0.484,0.28600000000000003,0.484,0.746,0.541,2003,C
7058,Allen Iverson,102,2003-04,96.0,35.3,2.3,2.8,19.3,7318.0,28.0,PHI,NBA,48.0,47.0,2040.0,11.6,30.1,10.1,24.8,1.5,5.3,9.1,12.2,0.9,3.8,4.8,8.7,3.1,0.1,5.6,2.3,33.8,0.387,0.408,0.28600000000000003,0.41200000000000003,0.745,0.478,2003,PG
7059,Bobby Jackson,106,2003-04,107.0,26.8,0.9,3.1,19.2,7319.0,30.0,SAC,NBA,50.0,0.0,1185.0,11.5,25.8,7.9,16.3,3.5,9.6,3.6,4.8,2.4,5.2,7.6,4.6,2.1,0.3,2.8,4.6,30.1,0.444,0.488,0.37,0.513,0.752,0.5379999999999999,2003,SG
7060,Jim Jackson,100,2003-04,101.0,17.3,2.8,6.6,12.2,7320.0,33.0,HOU,NBA,80.0,80.0,3119.0,6.7,15.8,3.9,8.7,2.8,7.1,1.9,2.2,0.9,7.6,8.5,4.0,1.5,0.4,3.1,4.0,18.1,0.424,0.444,0.4,0.514,0.843,0.54,2003,SF
7061,Marc Jackson,103,2003-04,105.0,18.1,-0.1,1.3,13.2,7321.0,29.0,PHI,NBA,22.0,13.0,598.0,6.5,15.6,6.5,15.5,0.0,0.1,5.8,7.4,4.1,7.4,11.5,1.6,1.1,0.5,2.2,4.1,18.8,0.415,0.418,0.0,0.415,0.79,0.498,2003,PF
7062,Mark Jackson,101,2003-04,90.0,14.1,-0.4,0.4,8.9,7322.0,38.0,HOU,NBA,42.0,3.0,577.0,3.2,9.5,2.6,5.6,0.7,3.9,2.7,3.7,0.9,5.7,6.6,11.3,1.6,0.1,5.0,3.9,9.8,0.34,0.45799999999999996,0.171,0.375,0.718,0.44,2003,PG
7063,Stephen Jackson,106,2003-04,101.0,25.0,2.1,4.4,16.1,7323.0,25.0,ATL,NBA,80.0,78.0,2940.0,9.6,22.7,7.0,15.0,2.6,7.7,4.2,5.3,1.7,4.9,6.7,4.4,2.6,0.4,4.0,3.9,26.1,0.425,0.469,0.34,0.483,0.785,0.521,2003,SF
7064,Casey Jacobsen,109,2003-04,110.0,11.8,0.3,2.6,9.6,7324.0,22.0,PHO,NBA,78.0,13.0,1828.0,4.3,10.2,2.1,5.1,2.1,5.1,2.6,3.1,1.2,4.5,5.7,2.8,1.4,0.3,1.9,4.1,13.2,0.41700000000000004,0.41700000000000004,0.41700000000000004,0.521,0.82,0.57,2003,SF
7065,Jerome James,106,2003-04,96.0,18.0,-0.3,0.7,11.3,7325.0,28.0,SEA,NBA,65.0,24.0,990.0,7.0,14.0,7.0,14.0,0.0,0.0,3.6,5.4,4.2,8.2,12.4,1.7,1.1,3.2,4.4,9.7,17.5,0.498,0.498,0.0,0.498,0.66,0.535,2003,C
