Unnamed: 0,Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Rk,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos
4640,Marquis Daniels,110,2008-09,99.0,21.5,0.0,1.3,12.8,4947.0,28.0,IND,NBA,54.0,43.0,1700.0,9.1,20.2,8.6,17.5,0.5,2.6,2.7,3.8,2.3,4.9,7.3,3.3,1.8,0.8,2.8,3.5,21.4,0.451,0.489,0.2,0.46399999999999997,0.721,0.491,2008,SF
4641,Baron Davis,111,2008-09,97.0,25.2,0.9,0.6,14.5,4949.0,29.0,LAC,NBA,65.0,60.0,2248.0,8.2,22.2,5.9,14.6,2.3,7.6,3.7,4.9,1.1,4.5,5.5,11.6,2.5,0.8,4.5,4.5,22.4,0.37,0.406,0.302,0.42200000000000004,0.757,0.46,2008,PG
4642,Glen Davis,103,2008-09,106.0,17.1,0.4,3.7,10.7,4950.0,23.0,BOS,NBA,76.0,16.0,1637.0,6.5,14.6,6.4,14.4,0.1,0.2,4.2,5.8,3.9,5.8,9.8,2.2,1.7,0.6,2.3,7.5,17.2,0.442,0.44299999999999995,0.4,0.444,0.73,0.502,2008,C
4643,Ricky Davis,115,2008-09,92.0,17.4,-0.7,-0.4,7.1,4952.0,29.0,LAC,NBA,36.0,9.0,785.0,5.5,16.3,3.2,8.9,2.3,7.4,2.1,2.4,0.6,3.4,4.0,5.4,1.3,0.3,2.6,4.2,15.4,0.33899999999999997,0.358,0.315,0.41,0.861,0.445,2008,SG
4644,Luol Deng,109,2008-09,106.0,20.0,0.5,3.0,14.7,4953.0,23.0,CHI,NBA,49.0,46.0,1665.0,8.2,18.3,8.0,17.7,0.2,0.6,4.7,5.9,2.5,6.7,9.1,2.9,1.9,0.8,2.2,2.6,21.4,0.44799999999999995,0.45,0.4,0.455,0.7959999999999999,0.511,2008,SF
4645,Boris Diaw,109,2008-09,105.0,19.7,2.5,4.7,14.4,4954.0,26.0,TOT,NBA,81.0,59.0,2754.0,8.7,17.2,7.2,13.6,1.5,3.5,2.0,2.9,2.3,6.1,8.4,6.5,1.2,1.0,4.2,3.9,20.8,0.507,0.531,0.414,0.5489999999999999,0.687,0.565,2008,PF
4646,Boris Diaw,109,2008-09,105.0,19.7,2.5,4.7,14.4,4954.0,26.0,TOT,NBA,81.0,59.0,2754.0,8.7,17.2,7.2,13.6,1.5,3.5,2.0,2.9,2.3,6.1,8.4,6.5,1.2,1.0,4.2,3.9,20.8,0.507,0.531,0.414,0.5489999999999999,0.687,0.565,2008,PF
4647,Boris Diaw,109,2008-09,105.0,19.7,2.5,4.7,14.4,4954.0,26.0,TOT,NBA,81.0,59.0,2754.0,8.7,17.2,7.2,13.6,1.5,3.5,2.0,2.9,2.3,6.1,8.4,6.5,1.2,1.0,4.2,3.9,20.8,0.507,0.531,0.414,0.5489999999999999,0.687,0.565,2008,PF
4648,Yakhouba Diawara,113,2008-09,101.0,13.3,-0.5,0.5,6.4,4955.0,26.0,MIA,NBA,63.0,21.0,851.0,4.8,13.6,1.6,3.4,3.2,10.2,0.6,1.2,1.6,3.5,5.1,1.7,0.8,0.4,1.0,4.7,13.4,0.35,0.46299999999999997,0.313,0.46799999999999997,0.526,0.473,2008,SF
4649,Travis Diener,110,2008-09,122.0,12.5,0.3,1.9,13.7,4956.0,26.0,IND,NBA,55.0,0.0,719.0,5.1,12.4,1.9,4.2,3.2,8.2,0.8,1.0,0.4,5.5,5.9,8.4,1.8,0.3,1.5,2.9,14.3,0.413,0.45899999999999996,0.39,0.542,0.8,0.555,2008,PG
4650,DeSagana Diop,104,2008-09,97.0,10.8,0.3,1.4,9.7,4958.0,27.0,TOT,NBA,75.0,1.0,1036.0,3.8,8.8,3.8,8.8,0.0,0.0,1.1,3.4,5.9,8.2,14.1,1.7,1.5,2.9,2.0,6.6,8.8,0.433,0.433,0.0,0.433,0.33299999999999996,0.425,2008,C
4651,DeSagana Diop,104,2008-09,97.0,10.8,0.3,1.4,9.7,4958.0,27.0,TOT,NBA,75.0,1.0,1036.0,3.8,8.8,3.8,8.8,0.0,0.0,1.1,3.4,5.9,8.2,14.1,1.7,1.5,2.9,2.0,6.6,8.8,0.433,0.433,0.0,0.433,0.33299999999999996,0.425,2008,C
4652,DeSagana Diop,104,2008-09,97.0,10.8,0.3,1.4,9.7,4958.0,27.0,TOT,NBA,75.0,1.0,1036.0,3.8,8.8,3.8,8.8,0.0,0.0,1.1,3.4,5.9,8.2,14.1,1.7,1.5,2.9,2.0,6.6,8.8,0.433,0.433,0.0,0.433,0.33299999999999996,0.425,2008,C
4653,Juan Dixon,115,2008-09,92.0,19.1,-0.8,-0.5,9.3,4959.0,30.0,WAS,NBA,50.0,6.0,816.0,6.5,16.6,4.9,11.7,1.6,4.8,2.2,2.5,0.5,3.8,4.3,7.6,2.3,0.4,4.5,4.8,16.9,0.395,0.42,0.33299999999999996,0.44299999999999995,0.872,0.478,2008,PG
4654,Keyon Dooling,113,2008-09,112.0,17.4,0.4,3.7,13.6,4960.0,28.0,NJN,NBA,77.0,18.0,2074.0,6.7,15.4,4.2,9.3,2.5,6.0,3.3,4.0,0.6,3.4,4.0,7.0,1.8,0.2,2.7,3.5,19.3,0.436,0.446,0.42100000000000004,0.519,0.825,0.562,2008,PG
4655,Chris Douglas-Roberts,115,2008-09,106.0,18.7,-0.4,0.6,12.2,4963.0,22.0,NJN,NBA,44.0,3.0,585.0,7.4,16.1,7.1,15.0,0.3,1.1,4.7,5.7,1.3,3.3,4.6,4.7,1.1,0.6,2.8,3.1,19.7,0.46,0.47600000000000003,0.25,0.469,0.823,0.531,2008,SG
4656,Goran Dragić,113,2008-09,96.0,19.7,-0.2,0.1,9.8,4964.0,22.0,PHO,NBA,55.0,1.0,728.0,6.0,15.4,4.7,11.7,1.4,3.7,3.4,4.5,2.3,4.8,7.1,7.6,2.0,0.2,5.0,6.0,16.9,0.39299999999999996,0.4,0.37,0.43799999999999994,0.769,0.48700000000000004,2008,PG
4657,Jared Dudley,109,2008-09,116.0,14.6,0.8,2.7,13.5,4965.0,23.0,TOT,NBA,68.0,7.0,1155.0,6.1,12.7,4.8,9.4,1.3,3.3,3.2,4.7,3.7,5.5,9.1,2.5,2.5,0.4,1.9,4.7,16.6,0.47700000000000004,0.507,0.392,0.528,0.6759999999999999,0.562,2008,SF
4658,Jared Dudley,109,2008-09,116.0,14.6,0.8,2.7,13.5,4965.0,23.0,TOT,NBA,68.0,7.0,1155.0,6.1,12.7,4.8,9.4,1.3,3.3,3.2,4.7,3.7,5.5,9.1,2.5,2.5,0.4,1.9,4.7,16.6,0.47700000000000004,0.507,0.392,0.528,0.6759999999999999,0.562,2008,SF
4659,Jared Dudley,109,2008-09,116.0,14.6,0.8,2.7,13.5,4965.0,23.0,TOT,NBA,68.0,7.0,1155.0,6.1,12.7,4.8,9.4,1.3,3.3,3.2,4.7,3.7,5.5,9.1,2.5,2.5,0.4,1.9,4.7,16.6,0.47700000000000004,0.507,0.392,0.528,0.6759999999999999,0.562,2008,SF
4660,Chris Duhon,114,2008-09,110.0,14.9,0.4,4.2,12.2,4966.0,26.0,NYK,NBA,79.0,78.0,2906.0,4.9,11.6,2.7,6.1,2.2,5.6,3.1,3.6,0.8,3.4,4.2,9.7,1.2,0.1,3.8,2.2,15.0,0.42100000000000004,0.449,0.391,0.515,0.856,0.569,2008,PG
4661,Tim Duncan,100,2008-09,111.0,28.5,4.2,10.1,24.4,4967.0,32.0,SAS,NBA,75.0,75.0,2524.0,12.0,23.8,12.0,23.8,0.0,0.0,7.2,10.4,4.3,12.9,17.2,5.7,0.8,2.7,3.5,3.7,31.2,0.504,0.505,0.0,0.504,0.6920000000000001,0.5489999999999999,2008,C
4662,Mike Dunleavy,111,2008-09,101.0,26.3,0.0,0.5,14.4,4968.0,28.0,IND,NBA,18.0,14.0,495.0,9.3,23.3,6.1,14.3,3.2,9.0,5.3,6.5,1.4,5.4,6.8,4.4,1.2,0.9,3.8,3.6,27.2,0.401,0.43,0.35600000000000004,0.47,0.815,0.52,2008,SG
4663,Kevin Durant,109,2008-09,111.0,28.3,2.8,7.9,20.8,4969.0,20.0,OKC,NBA,74.0,74.0,2885.0,11.7,24.7,10.0,20.6,1.7,4.1,8.0,9.3,1.4,7.2,8.6,3.6,1.7,0.9,4.0,2.4,33.3,0.47600000000000003,0.486,0.42200000000000004,0.51,0.863,0.5770000000000001,2008,SF
4664,Monta Ellis,114,2008-09,99.0,25.8,-0.3,0.2,14.5,4970.0,23.0,GSW,NBA,25.0,25.0,892.0,10.6,23.6,10.2,22.1,0.4,1.4,4.3,5.2,0.8,5.2,5.9,5.1,2.1,0.4,3.7,3.7,26.0,0.451,0.46,0.308,0.46,0.83,0.503,2008,SG
4665,Francisco Elson,106,2008-09,107.0,10.8,0.5,1.8,10.3,4971.0,32.0,MIL,NBA,59.0,23.0,977.0,4.4,9.0,4.4,8.8,0.1,0.2,1.8,2.1,5.3,6.8,12.2,1.7,1.9,1.9,2.5,7.6,10.6,0.491,0.4970000000000001,0.25,0.494,0.846,0.537,2008,C
4666,Maurice Evans,110,2008-09,115.0,14.2,0.7,3.8,11.1,4973.0,30.0,ATL,NBA,80.0,25.0,1840.0,6.1,14.0,3.2,6.8,2.9,7.2,1.7,2.1,2.6,4.5,7.1,1.6,1.5,0.3,1.3,4.7,16.7,0.4320000000000001,0.47,0.395,0.5329999999999999,0.8220000000000001,0.5579999999999999,2008,SF
4667,Reggie Evans,105,2008-09,102.0,13.0,-0.3,1.9,10.4,4974.0,28.0,PHI,NBA,79.0,7.0,1137.0,3.7,8.4,3.7,8.3,0.0,0.0,4.9,8.2,6.3,10.6,16.9,1.2,1.9,0.4,3.2,7.6,12.3,0.444,0.446,0.0,0.444,0.594,0.514,2008,PF
4668,Jordan Farmar,106,2008-09,95.0,19.6,-0.3,0.8,9.9,4975.0,22.0,LAL,NBA,65.0,0.0,1192.0,6.9,17.6,4.8,11.4,2.1,6.2,1.9,3.3,0.9,4.1,5.0,6.6,2.4,0.4,3.7,4.5,17.8,0.391,0.42100000000000004,0.336,0.45,0.584,0.466,2008,PG
4669,Raymond Felton,107,2008-09,101.0,21.9,1.4,4.3,13.7,4977.0,24.0,CHA,NBA,82.0,81.0,3086.0,7.8,19.1,6.7,15.4,1.0,3.6,3.9,4.8,1.0,4.5,5.5,9.7,2.2,0.5,4.0,3.4,20.5,0.408,0.4370000000000001,0.285,0.435,0.805,0.483,2008,PG
4670,Rudy Fernández,109,2008-09,120.0,18.4,2.5,6.1,15.5,4978.0,23.0,POR,NBA,78.0,4.0,1993.0,7.4,17.5,3.0,6.4,4.4,11.1,3.3,4.0,1.3,4.4,5.8,4.4,1.9,0.3,2.4,3.1,22.7,0.425,0.47,0.39899999999999997,0.552,0.8390000000000001,0.588,2008,SG
4671,Michael Finley,107,2008-09,107.0,16.1,0.9,4.4,11.4,4980.0,35.0,SAS,NBA,81.0,77.0,2336.0,7.0,16.0,4.0,8.6,3.0,7.4,1.2,1.4,0.6,5.7,6.3,2.6,0.9,0.4,1.4,1.9,18.2,0.4370000000000001,0.45899999999999996,0.41100000000000003,0.532,0.823,0.547,2008,SF
4672,Derek Fisher,108,2008-09,117.0,14.7,1.6,6.3,12.1,4981.0,34.0,LAL,NBA,82.0,82.0,2441.0,6.1,14.3,3.6,8.0,2.5,6.3,2.3,2.7,0.5,3.4,3.9,5.4,2.0,0.1,1.5,3.9,17.0,0.424,0.446,0.397,0.512,0.846,0.546,2008,PG
4673,T.J. Ford,110,2008-09,108.0,23.5,1.0,4.3,16.6,4982.0,25.0,IND,NBA,74.0,49.0,2258.0,9.1,20.1,8.3,17.8,0.8,2.3,5.4,6.2,1.3,4.4,5.7,8.6,2.0,0.4,4.0,4.0,24.4,0.452,0.467,0.337,0.47200000000000003,0.872,0.5329999999999999,2008,PG
4674,Jeff Foster,108,2008-09,115.0,12.0,1.7,4.2,13.0,4983.0,32.0,IND,NBA,74.0,26.0,1828.0,4.8,9.6,4.8,9.4,0.1,0.2,2.6,4.0,5.9,8.0,13.8,3.5,1.4,1.3,2.4,6.2,12.3,0.501,0.506,0.28600000000000003,0.504,0.6579999999999999,0.542,2008,C
4675,Randy Foye,113,2008-09,106.0,22.6,1.0,3.1,13.7,4984.0,25.0,MIN,NBA,70.0,61.0,2494.0,8.4,20.6,6.1,14.1,2.3,6.5,4.8,5.7,0.7,3.8,4.5,6.4,1.5,0.5,3.2,4.2,23.9,0.40700000000000003,0.428,0.36,0.46299999999999997,0.846,0.517,2008,SG
4676,Channing Frye,108,2008-09,100.0,19.7,-0.4,0.8,10.0,4986.0,25.0,POR,NBA,63.0,1.0,746.0,8.4,19.8,7.6,17.4,0.8,2.5,1.9,2.7,3.0,7.4,10.4,1.8,1.3,1.2,2.2,7.9,19.5,0.423,0.436,0.33299999999999996,0.444,0.722,0.465,2008,PF
4677,Dan Gadzuric,104,2008-09,104.0,15.0,0.3,1.8,12.2,4987.0,30.0,MIL,NBA,67.0,26.0,941.0,6.4,13.4,6.4,13.3,0.0,0.1,2.0,3.7,5.2,8.8,14.1,2.1,1.8,2.4,2.3,8.9,14.9,0.48,0.483,0.0,0.48,0.544,0.495,2008,C
4678,Danilo Gallinari,111,2008-09,120.0,16.0,0.1,1.0,13.4,4988.0,20.0,NYK,NBA,28.0,2.0,412.0,6.7,15.1,2.9,6.4,3.9,8.7,3.1,3.3,1.6,5.1,6.6,1.8,1.7,0.5,1.8,5.8,20.5,0.44799999999999995,0.45299999999999996,0.444,0.5760000000000001,0.963,0.621,2008,SG
4679,Francisco García,114,2008-09,107.0,19.4,0.9,2.4,14.1,4989.0,27.0,SAC,NBA,65.0,36.0,1975.0,7.6,17.2,5.3,11.5,2.3,5.7,3.8,4.6,1.4,4.2,5.6,3.9,2.1,1.7,2.9,5.1,21.3,0.444,0.466,0.39799999999999996,0.51,0.82,0.5539999999999999,2008,SF
4680,Kevin Garnett,98,2008-09,112.0,23.4,2.7,7.1,21.2,4991.0,32.0,BOS,NBA,57.0,57.0,1772.0,11.8,22.2,11.7,21.9,0.1,0.2,3.3,4.0,2.3,12.2,14.5,4.3,1.9,2.0,2.7,3.8,26.9,0.531,0.534,0.25,0.532,0.841,0.563,2008,PF
4681,Marc Gasol,108,2008-09,112.0,18.3,2.1,6.4,16.7,4992.0,24.0,MEM,NBA,82.0,75.0,2521.0,7.4,14.0,7.4,13.9,0.0,0.0,5.8,7.9,4.2,8.5,12.8,3.0,1.3,1.9,3.5,5.6,20.6,0.53,0.53,0.0,0.53,0.733,0.59,2008,C
4682,Pau Gasol,105,2008-09,126.0,20.4,5.3,13.9,22.2,4993.0,28.0,LAL,NBA,81.0,81.0,2999.0,10.0,17.7,10.0,17.7,0.0,0.0,5.8,7.5,4.4,8.8,13.2,4.8,0.9,1.4,2.7,2.9,25.9,0.5670000000000001,0.5670000000000001,0.5,0.5670000000000001,0.7809999999999999,0.617,2008,C
4683,Rudy Gay,110,2008-09,101.0,25.6,0.5,3.3,15.3,4994.0,22.0,MEM,NBA,79.0,78.0,2945.0,10.3,22.8,8.8,18.4,1.5,4.4,4.8,6.2,2.0,5.9,7.9,2.4,1.8,1.1,3.7,4.0,27.0,0.45299999999999996,0.47700000000000004,0.35100000000000003,0.48700000000000004,0.767,0.528,2008,SF
4684,Devean George,110,2008-09,101.0,10.9,0.0,0.6,7.0,4995.0,31.0,DAL,NBA,43.0,17.0,708.0,4.0,10.5,2.4,4.9,1.6,5.6,1.3,1.6,1.9,3.9,5.8,1.1,1.7,0.8,1.3,4.2,10.9,0.38,0.485,0.289,0.45799999999999996,0.773,0.485,2008,SF
4685,Daniel Gibson,106,2008-09,108.0,16.5,0.6,3.8,10.1,4996.0,22.0,CLE,NBA,75.0,0.0,1795.0,6.2,15.9,3.0,7.4,3.3,8.5,2.0,2.6,0.9,3.7,4.7,4.0,1.3,0.5,1.8,4.9,17.7,0.391,0.402,0.382,0.493,0.767,0.519,2008,PG
4686,Manu Ginóbili,101,2008-09,114.0,27.2,2.4,5.0,22.9,4999.0,31.0,SAS,NBA,44.0,7.0,1181.0,10.3,22.6,7.1,13.0,3.2,9.6,7.7,8.7,1.1,8.0,9.1,7.2,2.9,0.7,4.0,4.1,31.4,0.45399999999999996,0.546,0.33,0.524,0.884,0.594,2008,SG
4687,Ryan Gomes,113,2008-09,104.0,20.4,0.5,2.5,12.5,5000.0,26.0,MIN,NBA,82.0,76.0,2614.0,8.4,19.5,6.3,13.8,2.1,5.7,2.9,3.6,2.1,5.7,7.9,2.7,1.3,0.4,2.6,3.7,21.9,0.431,0.456,0.3720000000000001,0.486,0.807,0.518,2008,SF
4688,Drew Gooden,106,2008-09,106.0,23.5,-0.5,2.7,16.3,5001.0,27.0,TOT,NBA,51.0,28.0,1264.0,9.8,20.9,9.8,20.7,0.0,0.2,5.4,6.4,4.7,10.3,15.0,2.0,1.2,0.7,3.1,5.9,25.0,0.46799999999999997,0.47200000000000003,0.0,0.46799999999999997,0.84,0.526,2008,PF
4689,Drew Gooden,106,2008-09,106.0,23.5,-0.5,2.7,16.3,5001.0,27.0,TOT,NBA,51.0,28.0,1264.0,9.8,20.9,9.8,20.7,0.0,0.2,5.4,6.4,4.7,10.3,15.0,2.0,1.2,0.7,3.1,5.9,25.0,0.46799999999999997,0.47200000000000003,0.0,0.46799999999999997,0.84,0.526,2008,PF
4690,Drew Gooden,106,2008-09,106.0,23.5,-0.5,2.7,16.3,5001.0,27.0,TOT,NBA,51.0,28.0,1264.0,9.8,20.9,9.8,20.7,0.0,0.2,5.4,6.4,4.7,10.3,15.0,2.0,1.2,0.7,3.1,5.9,25.0,0.46799999999999997,0.47200000000000003,0.0,0.46799999999999997,0.84,0.526,2008,PF
4691,Drew Gooden,106,2008-09,106.0,23.5,-0.5,2.7,16.3,5001.0,27.0,TOT,NBA,51.0,28.0,1264.0,9.8,20.9,9.8,20.7,0.0,0.2,5.4,6.4,4.7,10.3,15.0,2.0,1.2,0.7,3.1,5.9,25.0,0.46799999999999997,0.47200000000000003,0.0,0.46799999999999997,0.84,0.526,2008,PF
4692,Ben Gordon,112,2008-09,112.0,25.0,1.9,6.9,17.0,5002.0,25.0,CHI,NBA,82.0,76.0,2999.0,10.3,22.6,7.3,15.4,3.0,7.3,5.7,6.6,0.9,4.0,4.9,4.8,1.2,0.4,3.4,3.2,29.2,0.455,0.47600000000000003,0.41,0.521,0.8640000000000001,0.573,2008,SG
4693,Eric Gordon,115,2008-09,112.0,20.7,1.1,4.6,14.9,5003.0,20.0,LAC,NBA,78.0,65.0,2677.0,8.0,17.5,5.5,11.0,2.6,6.6,5.8,6.8,0.9,3.0,3.9,4.2,1.5,0.7,3.2,3.3,24.4,0.456,0.496,0.389,0.529,0.8540000000000001,0.593,2008,SG
4694,Marcin Gortat,97,2008-09,121.0,13.5,0.5,3.3,17.0,5004.0,24.0,ORL,NBA,63.0,3.0,794.0,6.9,12.2,6.9,12.2,0.1,0.1,1.7,2.9,6.3,12.4,18.7,0.9,1.2,3.5,1.6,7.3,15.6,0.5670000000000001,0.565,1.0,0.57,0.578,0.578,2008,PF
4695,Joey Graham,111,2008-09,106.0,18.7,-0.6,2.2,11.9,5005.0,26.0,TOR,NBA,78.0,10.0,1541.0,7.8,16.3,7.7,15.7,0.1,0.5,4.5,5.4,3.2,6.7,9.9,1.6,1.2,0.4,2.5,6.5,20.2,0.48100000000000004,0.491,0.188,0.484,0.825,0.542,2008,SF
4696,Stephen Graham,112,2008-09,95.0,20.9,-0.8,0.0,8.5,5006.0,26.0,IND,NBA,52.0,6.0,684.0,7.7,18.6,6.3,13.8,1.5,4.8,3.6,4.5,1.5,5.5,7.0,2.4,0.7,0.3,3.3,6.0,20.5,0.414,0.45299999999999996,0.303,0.45299999999999996,0.8059999999999999,0.498,2008,SG
4697,Danny Granger,109,2008-09,114.0,29.6,3.0,8.0,21.8,5007.0,25.0,IND,NBA,67.0,66.0,2424.0,11.7,26.2,8.0,17.0,3.7,9.2,8.3,9.4,1.0,6.0,7.0,3.8,1.4,2.0,3.4,4.2,35.5,0.447,0.47,0.40399999999999997,0.518,0.878,0.584,2008,SF
4698,Aaron Gray,107,2008-09,107.0,14.5,0.1,1.3,11.5,5008.0,24.0,CHI,NBA,56.0,18.0,715.0,5.8,12.0,5.8,12.0,0.0,0.1,2.5,4.3,6.1,9.8,15.9,3.3,1.0,1.3,2.9,9.7,14.1,0.485,0.488,0.0,0.485,0.5760000000000001,0.508,2008,C
4699,Jeff Green,110,2008-09,105.0,21.2,0.8,4.2,13.9,5010.0,22.0,OKC,NBA,78.0,78.0,2873.0,8.5,19.1,6.8,14.7,1.7,4.4,4.3,5.5,2.1,7.1,9.3,2.8,1.4,0.6,3.1,3.6,23.0,0.446,0.46299999999999997,0.389,0.491,0.7879999999999999,0.536,2008,PF
4700,Willie Green,112,2008-09,105.0,18.9,-0.3,2.3,11.1,5011.0,27.0,PHI,NBA,81.0,60.0,1828.0,8.3,19.2,6.9,14.5,1.5,4.7,1.8,2.5,0.8,2.8,3.7,4.6,1.5,0.4,1.9,4.5,20.0,0.435,0.473,0.317,0.473,0.7290000000000001,0.493,2008,SG
4701,Donté Greene,116,2008-09,84.0,17.8,-1.1,-1.1,5.2,5012.0,20.0,SAC,NBA,55.0,4.0,725.0,5.4,16.6,3.6,9.6,1.8,7.0,2.0,2.4,1.3,4.7,6.0,2.1,1.1,1.0,2.6,4.8,14.7,0.326,0.375,0.26,0.381,0.853,0.41600000000000004,2008,SF
4702,Richard Hamilton,112,2008-09,108.0,27.0,1.1,4.5,16.9,5015.0,30.0,DET,NBA,67.0,51.0,2279.0,11.3,25.3,9.6,20.7,1.7,4.6,5.4,6.4,1.1,4.0,5.0,7.2,1.0,0.1,3.2,4.3,29.7,0.447,0.46399999999999997,0.368,0.48,0.848,0.529,2008,SG
4703,Matt Harpring,107,2008-09,105.0,19.5,-0.2,1.2,12.3,5016.0,32.0,UTA,NBA,63.0,2.0,693.0,8.3,17.9,8.3,17.8,0.0,0.1,4.1,5.4,3.5,5.7,9.1,2.1,2.2,0.7,2.2,7.6,20.6,0.461,0.46399999999999997,0.0,0.461,0.764,0.508,2008,SG
4704,Al Harrington,110,2008-09,105.0,25.7,0.6,3.9,15.9,5017.0,28.0,TOT,NBA,73.0,56.0,2546.0,10.4,23.6,7.0,14.5,3.3,9.2,4.6,5.7,1.9,6.9,8.9,2.0,1.7,0.4,3.1,4.4,28.6,0.439,0.48700000000000004,0.364,0.509,0.7929999999999999,0.547,2008,PF
4705,Al Harrington,110,2008-09,105.0,25.7,0.6,3.9,15.9,5017.0,28.0,TOT,NBA,73.0,56.0,2546.0,10.4,23.6,7.0,14.5,3.3,9.2,4.6,5.7,1.9,6.9,8.9,2.0,1.7,0.4,3.1,4.4,28.6,0.439,0.48700000000000004,0.364,0.509,0.7929999999999999,0.547,2008,PF
4706,Al Harrington,110,2008-09,105.0,25.7,0.6,3.9,15.9,5017.0,28.0,TOT,NBA,73.0,56.0,2546.0,10.4,23.6,7.0,14.5,3.3,9.2,4.6,5.7,1.9,6.9,8.9,2.0,1.7,0.4,3.1,4.4,28.6,0.439,0.48700000000000004,0.364,0.509,0.7929999999999999,0.547,2008,PF
4707,Devin Harris,111,2008-09,113.0,28.4,2.8,7.5,21.6,5018.0,25.0,NJN,NBA,69.0,69.0,2494.0,9.7,22.2,8.4,17.5,1.4,4.7,10.6,13.0,0.6,4.3,4.9,10.2,2.4,0.3,4.5,3.5,31.5,0.43799999999999994,0.47700000000000004,0.29100000000000004,0.469,0.82,0.563,2008,PG
4708,Udonis Haslem,108,2008-09,113.0,14.7,0.2,5.7,13.1,5020.0,28.0,MIA,NBA,75.0,75.0,2560.0,6.9,13.4,6.9,13.4,0.0,0.0,2.7,3.5,3.5,9.4,12.9,1.8,0.9,0.5,1.7,4.3,16.6,0.518,0.518,0.0,0.518,0.753,0.5529999999999999,2008,PF
4709,Trenton Hassell,114,2008-09,103.0,9.9,-0.3,0.7,7.2,5021.0,29.0,NJN,NBA,53.0,31.0,1094.0,4.2,9.3,4.1,8.9,0.1,0.4,1.0,1.2,2.4,4.7,7.1,2.5,1.0,0.8,1.5,4.5,9.5,0.45,0.45899999999999996,0.25,0.455,0.8,0.48,2008,SF
4710,Spencer Hawes,113,2008-09,98.0,20.2,-0.1,0.8,13.0,5022.0,20.0,SAC,NBA,77.0,51.0,2259.0,8.4,18.0,7.5,15.4,0.9,2.6,2.0,3.1,3.3,9.0,12.4,3.4,1.0,2.1,3.6,5.6,19.8,0.466,0.486,0.348,0.491,0.662,0.509,2008,C
4711,Chuck Hayes,100,2008-09,98.0,7.9,0.4,1.6,7.8,5023.0,25.0,HOU,NBA,71.0,1.0,858.0,2.6,7.0,2.6,6.8,0.0,0.2,0.4,1.2,4.6,10.9,15.5,2.6,2.1,1.2,1.6,8.3,5.6,0.3720000000000001,0.385,0.0,0.3720000000000001,0.368,0.375,2008,C
4712,Jarvis Hayes,112,2008-09,105.0,16.6,-0.4,2.1,10.8,5024.0,27.0,NJN,NBA,74.0,1.0,1832.0,7.5,16.8,4.8,9.7,2.7,7.1,1.0,1.5,0.8,7.0,7.8,1.6,1.5,0.2,1.4,4.7,18.8,0.445,0.489,0.385,0.527,0.6920000000000001,0.537,2008,SF
4713,Luther Head,107,2008-09,100.0,16.8,-0.1,0.6,9.9,5026.0,26.0,TOT,NBA,32.0,4.0,498.0,5.9,15.4,3.7,9.6,2.1,5.8,2.0,2.6,0.6,4.9,5.6,6.2,1.8,0.2,2.7,4.0,15.9,0.382,0.389,0.37,0.451,0.792,0.48200000000000004,2008,PG-SG
4714,Luther Head,107,2008-09,100.0,16.8,-0.1,0.6,9.9,5026.0,26.0,TOT,NBA,32.0,4.0,498.0,5.9,15.4,3.7,9.6,2.1,5.8,2.0,2.6,0.6,4.9,5.6,6.2,1.8,0.2,2.7,4.0,15.9,0.382,0.389,0.37,0.451,0.792,0.48200000000000004,2008,PG
4715,Luther Head,107,2008-09,100.0,16.8,-0.1,0.6,9.9,5026.0,26.0,TOT,NBA,32.0,4.0,498.0,5.9,15.4,3.7,9.6,2.1,5.8,2.0,2.6,0.6,4.9,5.6,6.2,1.8,0.2,2.7,4.0,15.9,0.382,0.389,0.37,0.451,0.792,0.48200000000000004,2008,SG
4716,Walter Herrmann,110,2008-09,107.0,17.8,-0.2,1.0,11.4,5027.0,29.0,DET,NBA,59.0,0.0,630.0,7.2,18.2,3.6,7.6,3.6,10.5,1.7,2.2,2.5,6.9,9.4,1.9,0.6,0.4,1.5,3.8,19.7,0.396,0.47100000000000003,0.342,0.495,0.76,0.514,2008,SF
4717,Roy Hibbert,107,2008-09,107.0,23.3,0.2,2.1,16.1,5028.0,22.0,IND,NBA,70.0,42.0,1009.0,9.8,20.7,9.8,20.7,0.0,0.0,4.8,7.2,5.7,6.3,12.0,2.4,1.0,3.7,2.7,10.6,24.4,0.47100000000000003,0.47100000000000003,0.0,0.47100000000000003,0.667,0.51,2008,C
4718,J.J. Hickson,101,2008-09,102.0,18.0,-0.4,1.5,12.5,5029.0,20.0,CLE,NBA,62.0,0.0,705.0,7.7,14.9,7.7,14.9,0.0,0.0,3.5,5.1,4.0,8.7,12.7,0.7,1.1,2.3,3.5,6.2,18.8,0.515,0.515,0.0,0.515,0.672,0.5479999999999999,2008,C
